"item","irt_discrimination","irt_difficulty","subject","grade","irt_flag","item_label"
"f299",1.68061297052263,-0.278568601565888,"French",6,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: sous, est, la table, le chien"
"m210",1.19425606172037,-1.12570246196373,"Maths",1,"in_range","Write the numbers in digits: sixty-five"
"m211_nv",1.37433172581392,-0.921042454927223,"Maths",1,"in_range","Write the numbers in digits: ninety-four"
"m212_nv",1.73595367942583,-0.785320025413725,"Maths",1,"in_range","Arrange the following numbers from smallest to largest:56 ; 10 ; 97"
"m213_nv",1.92596231437793,-0.399010331330429,"Maths",1,"in_range","Arrange the following numbers from largest to smallest:62; 8; 34"
"m214_nv3",1.70613066684665,-0.0671356816037333,"Maths",1,"in_range","23 + 5 ="
"m215_nv3",1.23485683122126,1.53611993668584,"Maths",1,"in_range","42 + 20 ="
"m216_nv3",1.48851829215093,1.31239426141879,"Maths",1,"in_range","47 − 3 ="
"m217_nv3",1.73512574696265,2.13297805282009,"Maths",1,"very_hard","37 − 10 ="
"m218_nv",0.96587090629537,0.338650239142427,"Maths",1,"in_range","Choose the appropriate operation to solve the problem:There are 12 buses at the"
"m219_nv3",1.22132151852477,0.411356618267888,"Maths",1,"in_range","Khalid has 18 apples. Each basket holds 6 apples. How many baskets did Khalid fi"
"m21_nv",3.4527421960672,-1.66277197676544,"Maths",1,"in_range","Read numbers : 6, 0, 3, 9, 2, 8, 1, 4, 7, 5"
"m220_nv",0.947104897153994,1.84329883609456,"Maths",1,"in_range","4 children shared equally 20 decorative beads.How many beads will each child get"
"m221",1.66847473084866,-1.13583943872165,"Maths",1,"in_range","Connect the digital clock and the analog clock with a line: (6:00)"
"m222",1.03199386237806,-2.00139338019049,"Maths",1,"very_easy","Connect the digital clock and the analog clock with a line: (12:00)"
"m224",0.920624386055185,-1.00710094794817,"Maths",1,"in_range","Draw with a ruler the required geometric shape: triangle"
"m225",1.01121668442294,-1.59199540829792,"Maths",1,"in_range","Draw with a ruler the required geometric shape: rectangle"
"m22_nv3",2.02636886683792,-1.11349704043681,"Maths",1,"in_range","2+3 ="
"m23_nv",3.00860922924002,-1.11594124694543,"Maths",1,"in_range","9+1 ="
"m23y3_nv3",2.21731106241889,-0.945919680614789,"Maths",1,"in_range","8+3 ="
"m24",1.19236043264804,0.175766423983716,"Maths",1,"in_range","7– 2 ="
"m24_nv3",1.20430860030608,0.103665274017853,"Maths",1,"in_range","8– 1 ="
"m25_nv3",1.6936431200873,0.385276258121405,"Maths",1,"in_range","Fill in the blank appropriately: Tens and Units"
"m26",1.27792794257343,-0.358515515190469,"Maths",1,"in_range","Connect each number with the appropriate representation: 23"
"m27",1.38894735109355,-0.142035385529305,"Maths",1,"in_range","Connect each number with the appropriate representation: 64"
"m28_nv",2.12441709586941,-0.914884784814731,"Maths",1,"in_range","Read the numbers:83"
"m29_nv",2.38884359259275,-1.06647463497325,"Maths",1,"in_range","Read the numbers:91"
"m210",1.03846232922047,-0.951682282616199,"Maths",2,"in_range","Write the numbers in digits: sixty-five"
"m221",1.17805995903379,-2.24749091567716,"Maths",2,"very_easy","Connect the digital clock and the analog clock with a line: (6:00)"
"m222",1.01041889837509,-2.90488394293847,"Maths",2,"very_easy","Connect the digital clock and the analog clock with a line: (12:00)"
"m223",0.486483170944043,-0.785155054427641,"Maths",2,"in_range","Place a mark in front of the series that includes from left to right: Square, Di"
"m226",1.03786807252392,-1.09327165996723,"Maths",2,"in_range","Draw the two missing shapes to complete the serie of shapes"
"m230",1.92794819934482,-0.112965861906572,"Maths",2,"in_range","5 x 6 ="
"m230_nv",1.48690867903927,0.889796906438615,"Maths",2,"in_range","4 x 8 ="
"m231_nv3",1.66067608191757,0.402351467550685,"Maths",2,"in_range","3 x 9 ="
"m232_nv3",2.81835588898793,0.374789812489554,"Maths",2,"in_range","Write the appropriate number under each illustration : (362)"
"m233_nv",3.79618279242652,0.28078207862238,"Maths",2,"in_range","Write the appropriate number under each illustration : (135)"
"m234_nv",2.11328851205363,0.164958710106364,"Maths",2,"in_range","Write the numbers in digits: three hundred and seven"
"m235_nv",2.12724066540545,-0.249607957843754,"Maths",2,"in_range","47 + 36"
"m236_nv",2.86976520368025,-0.165040918550358,"Maths",2,"in_range","68 + 27"
"m237_nv",2.3776127673067,0.313448194905918,"Maths",2,"in_range","683 + 57"
"m237_nv3",2.07420222313196,-0.0411518209081352,"Maths",2,"in_range","354+ 127"
"m238_nv",1.64049592201681,0.314222153382907,"Maths",2,"in_range","578 − 31"
"m239_nv2",1.00044243914808,0.576361357707725,"Maths",2,"in_range","12 × 4"
"m23y3_nv3",1.13462996524594,-1.50837384537903,"Maths",2,"in_range","8+3 ="
"m24",2.60063565170211,-0.90834742245007,"Maths",2,"in_range","7– 2 ="
"m240_nv3",0.941014719704071,0.444739780171323,"Maths",2,"in_range","43 x 2"
"m242_nv3",1.68044163255107,0.856995344422619,"Maths",2,"in_range","Laila has 15 cookies. She wants to put 3 cookies on each plate. How many plates"
"m243_nv3",1.57677043474214,0.863069478138647,"Maths",2,"in_range","Amina distributed 12 pencils equally among 4 students. How many pencils will eac"
"m247_nv3",0.768948248705744,0.543444168359013,"Maths",2,"in_range","What time is it? 6:30, 3:00, 3:30, 6:15"
"m249",1.82000133834306,0.825895442575842,"Maths",2,"in_range","Observe the solid figure and calculate: b) Number of edge"
"m250",1.16882886017868,-0.875835631731948,"Maths",2,"in_range","Put a sign (×) under the appropriate explanation of the table data:"
"m251",1.37730659124373,-1.16277410907631,"Maths",2,"in_range","The owner of a restaurant counted the meals served that day, and the results wer"
"m252_nv",1.57910903985949,0.778938833164547,"Maths",2,"in_range","74-46"
"m33y3_nv3",1.70365255147796,0.0138907113445494,"Maths",2,"in_range","13-9 ="
"m222",0.960720736743578,-3.25693262218244,"Maths",3,"very_easy","Connect the digital clock and the analog clock with a line: (12:00)"
"m230",1.92588940517082,-0.736483831853469,"Maths",3,"in_range","5 x 6 ="
"m230_nv",1.48253166983344,0.0587195314782087,"Maths",3,"in_range","4 x 8 ="
"m231_nv3",1.28562952069865,-0.0558948904824279,"Maths",3,"in_range","3 x 9 ="
"m232_nv2",1.87370511942243,0.351285453118631,"Maths",3,"in_range","Write the appropriate number under each illustration : (360)"
"m233_nv",1.5174449386073,-0.144965575371557,"Maths",3,"in_range","Write the appropriate number under each illustration : (135)"
"m252",1.53002772170935,-1.29296537901902,"Maths",3,"in_range","96-34 ="
"m253_nv2",1.58677146137467,0.181977029756125,"Maths",3,"in_range","62 - 38 ="
"m254_nv",1.22508693087799,-0.801284130920951,"Maths",3,"in_range","16-7 ="
"m259",2.85154390314712,0.658600035413014,"Maths",3,"in_range","Write the appropriate number in digits next to each of the following statements:"
"m260",1.74995182892412,0.492299011709456,"Maths",3,"in_range","determine the value represented by the number written in bold in each number: 5"
"m261",1.84840488889983,0.51479757428411,"Maths",3,"in_range","determine the value represented by the number written in bold in each number: 7"
"m262_nv3",1.28716994632723,-0.239350604641077,"Maths",3,"in_range","Arrange the following numbers in descending order: 2 135; 3 429; 23 415; 3 418"
"m265_nv",2.47157600112044,0.467072128088339,"Maths",3,"in_range","53 × 8 ="
"m266_nv3",1.17025549443404,0.355794912698265,"Maths",3,"in_range","Nadia has 18 dirhams, while Samir has 4 times what Nadia has. ✓ Circle the appro"
"m267_nv3",0.903743037242042,-0.623025222455672,"Maths",3,"in_range","I circle the fraction that is suitable for the representation with a line. Choic"
"m268_nv3",2.09453270784378,0.609042348400099,"Maths",3,"in_range","The grand-mother bought 5 chickens, each chicken costs 31 dirhams. Calculate in"
"m270",1.67917981516387,1.18186068229863,"Maths",3,"in_range","Othman left his house at nine fifteen and spent 20 minutes on his way to school."
"m271_nv",2.38846561245333,-0.243730290259763,"Maths",3,"in_range","Yassine has 750 dirhams. He bought a backpack for 320 dirhams. Calculate ( ) how"
"m272_nv",2.14734785593718,-0.127811261963674,"Maths",3,"in_range","Hanan received 25 stars for excellence in the French language and 15 stars in ar"
"m273_nv3",0.613931717770028,-0.267679383824792,"Maths",3,"in_range","I complete drawing a rectangle."
"m274_nv3",1.73994762982107,0.550331470244295,"Maths",3,"in_range","Calculate the perimeter (P) of the square"
"m275",1.98784678173998,0.719681620558068,"Maths",3,"in_range","The students of the third level at the school created a garden in the shape of a"
"m276",2.17873769869551,-0.771523943025698,"Maths",3,"in_range","Write the number of students who read White Fang"
"m277",1.97236435329147,0.078156276898023,"Maths",3,"in_range","Which two stories were read by the same number of students?"
"m278_nv3",1.82362962266419,-0.566442653862514,"Maths",3,"in_range","What is the title of the story that was read by 1 student only?"
"m279_nv3",1.91093223353731,-0.89989884146621,"Maths",3,"in_range","Carefully observe the graph and answer the following questions: How many seconds"
"m280_nv3",1.53649193177588,-1.03150237818515,"Maths",3,"in_range","Which child spent the most time in the race?"
"m33y3_nv3",1.1905388312584,-0.865188829485872,"Maths",3,"in_range","13-9 ="
"m2100_nv3",0.997681854124417,-0.427799913157233,"Maths",4,"in_range","A football field is in the shape of a rectangle, 90 meters long and 30 meters wi"
"m2101",0.990123958304977,-0.609376881207747,"Maths",4,"in_range","Enclose with a line the value that is equal to  5.3 km 20 m in meters. Choices:"
"m2102",0.416885913137569,0.656054543103899,"Maths",4,"in_range","Put a sign (×) under the angle whose measure is less than the measure of the rig"
"m2103_nv3",1.35228563443104,-0.874436477545423,"Maths",4,"in_range","I have four equal sides and four right angles. who am I ?"
"m2104_nv",0.253670710148241,2.74494143164969,"Maths",4,"very_hard","How do you call Lines that are always the same distance apart and never cross? a"
"m2105_nv3",1.19376920524929,0.518093890467175,"Maths",4,"in_range","Draw a rectangle: lenght 8cm and width 5cm."
"m2107",1.75251805651839,0.326413776166329,"Maths",4,"in_range","72/6="
"m2108",2.49854655708845,0.580106661710019,"Maths",4,"in_range","94/8 ="
"m230",3.57195180999908,-1.08626871085403,"Maths",4,"in_range","5 x 6 ="
"m230_nv",1.39474433680292,-0.811536886873641,"Maths",4,"in_range","4 x 8 ="
"m259",1.93970095489144,0.452359643015674,"Maths",4,"in_range","Write the appropriate number in digits next to each of the following statements:"
"m260",1.28184758698289,1.25569900839934,"Maths",4,"in_range","determine the value represented by the number written in bold in each number: 5"
"m261",1.22381155157046,1.23590102439518,"Maths",4,"in_range","determine the value represented by the number written in bold in each number: 7"
"m279_nv3",1.54099358806129,-0.722716129950128,"Maths",4,"in_range","Carefully observe the graph and answer the following questions: How many seconds"
"m282_nv",1.91501428323751,-0.549809256816202,"Maths",4,"in_range","4x9 ="
"m283_nv",2.45657486562865,-0.602500921386081,"Maths",4,"in_range","8 x 11 ="
"m284_nv",1.84412500280726,-0.123574480067089,"Maths",4,"in_range","Khadija prepared 128 chocolate sweets and 87 honey sweets. How many sweets did K"
"m285_nv3",2.52895751321426,0.3752412949744,"Maths",4,"in_range","35 x 12 ="
"m286_nv",1.20291947380846,0.427623110328242,"Maths",4,"in_range","Circle the number that corresponds to the representation Choices: 1 457; 5 147;"
"m289_nv3",1.07857251087761,0.598252101630635,"Maths",4,"in_range","The common multiple between 2 and 3 Choices: 9; 12; 21; 28"
"m290_nv",1.59057762887073,-0.503582137278931,"Maths",4,"in_range","A farmer owns 48 goats. He sold some of them and now has 31 left. How many goats"
"m291",1.09662144468389,0.639991396180111,"Maths",4,"in_range","Tariq began writing a numerical model: can you guess the missing value following"
"m293_nv2",1.00763221497163,0.778880754613535,"Maths",4,"in_range","link the fractions on the graduated straight line - 6/12; 1/12; 9/12"
"m294_nv3",1.07566275617712,0.038566720574698,"Maths",4,"in_range","3/5 + 1/5 ="
"m295_nv3",1.33371187138325,2.36036165911619,"Maths",4,"very_hard","Hamid works five days a week. Each day he works, he earns 65 dirhams. ✓ Calculat"
"m296_nv3",1.57089553331829,0.685353764020249,"Maths",4,"in_range","Mr. Ahmed distributed 40 students equally into four groups. ✓ How many students"
"m297",0.754656906295292,0.864336982509955,"Maths",4,"in_range","Surround with a line the decimal number that represents:Eight units and three te"
"m298_nv3",0.554872890358939,2.71639738575558,"Maths",4,"very_hard","What is the decimal representation equivalent to the fraction: 6/10. Choices: 1,"
"m299",3.12065455482734,-0.036603871842403,"Maths",4,"in_range","Put a mark next to the distance that Saeed travels to and from school, knowing t"
"m2101",0.786409155579741,-1.00168931282404,"Maths",5,"in_range","Enclose with a line the value that is equal to  5.3 km 20 m in meters. Choices:"
"m2104_nv",0.316470179147702,3.07076566085563,"Maths",5,"very_hard","How do you call Lines that are always the same distance apart and never cross? a"
"m2107",4.83099625150334,-0.220737480614752,"Maths",5,"in_range","72/6="
"m2108",3.25300362392024,0.172361639791275,"Maths",5,"in_range","94/8 ="
"m2110_nv",1.85271922409202,-0.592592265014623,"Maths",5,"in_range","16 x 5 ="
"m2111",2.0999075227759,0.192751267202112,"Maths",5,"in_range","60 x 50 ="
"m2112_nv3",1.01766152724461,0.658716152275508,"Maths",5,"in_range","1,7 x 10 ="
"m21148_nva2",1.06274620515752,0.906570391259318,"Maths",5,"in_range","Determine what is required in each number: a) The digit in the thousands place i"
"m21148_nvb2",1.22780092972644,1.64438601072172,"Maths",5,"in_range","Determine what is required in each number: b) The value of the digit 4 in the nu"
"m2115_nv",3.06836484557616,0.0784125320687418,"Maths",5,"in_range","84 ÷ 6 ="
"m2116_nv",2.82162619495566,0.235694484103362,"Maths",5,"in_range","394 ÷ 7 ="
"m2118",0.845161663083793,1.36837908320688,"Maths",5,"in_range","Find the missing number so that the two fractions are equivalent: 7/5=49/X"
"m2119_nv3",2.60357737110858,1.84132443341422,"Maths",5,"in_range","5/3  + 3/2 ="
"m2120_nv3",2.23828801460536,2.0075377449267,"Maths",5,"very_hard","9/5 - 1/2 ="
"m2121_nv",1.51755623609215,2.83686316811805,"Maths",5,"very_hard","2/5 + 1/10 ="
"m2123_nv",0.249988309162807,3.04110720498281,"Maths",5,"very_hard","Omar bought 10 pens at a price of 7.5 dirhams each. He gave the shop assistant a"
"m2124_nv",1.8714524785398,0.286968562850836,"Maths",5,"in_range","There are 70 passengers on board a train. 28 of them got off at the first statio"
"m2125_nv3",2.50540408916202,0.571460940732082,"Maths",5,"in_range","Complete the rationale table for the following: 4/24 = 7/X"
"m2126_nv3",2.65130600101336,0.349996784750825,"Maths",5,"in_range","Complete the rationale table for the following: 4/24 = 1/X"
"m2128_nv3",0.929348483557376,0.476033718127805,"Maths",5,"in_range","162.38 + 89.4 ="
"m2131_nv",1.7564091932737,-0.715260153268514,"Maths",5,"in_range","(9 – 3) × 5 ="
"m2133_nv3",1.24691441648893,-0.0212687152439656,"Maths",5,"in_range","The following garden is in the shape of a rectangle. What is the area of the gar"
"m2134_nv3",1.53979252539855,-0.0899255033910928,"Maths",5,"in_range","Guess the measurement of the angle without using a protractor, and enclose the c"
"m2135",1.1246685234227,1.29878416483285,"Maths",5,"in_range","Measure the angle using a protractor. Write down your answer."
"m2136_nv3",1.37871573461621,1.25907910047053,"Maths",5,"in_range","Draw a rhombus with the following diagonal length: 8cm, 5 cm"
"m2138",1.26939213388127,-1.10147558261856,"Maths",5,"in_range","Complete  a drawing of the column for the number of bicycles of type No. 4."
"m2139_nv",3.37135855862799,0.4799347057547,"Maths",5,"in_range","735/7="
"m2140_nv",4.22599482198973,0.530601677084829,"Maths",5,"in_range","624/4="
"m282_nv",1.85837044355077,-1.35040766582618,"Maths",5,"in_range","4x9 ="
"m286_nv",1.06431343559899,0.96097452352562,"Maths",5,"in_range","Circle the number that corresponds to the representation Choices: 1 457; 5 147;"
"m296_nv",1.26000607459178,0.111220142585299,"Maths",5,"in_range","Mr. Ahmed distributed 40 students into four workshops. ✓ How many students are i"
"m2107",1,-0.564712188955303,"Maths",6,"in_range","72/6="
"m2139_nv",1,0.285492785835071,"Maths",6,"in_range","735/7="
"m2140_nv",1,-0.33254139677385,"Maths",6,"in_range","624/4="
"m259",1,0.648202863193782,"Maths",6,"in_range","Write the appropriate number in digits next to each of the following statements:"
"m286_nv",1,1.0975946741442,"Maths",6,"in_range","Circle the number that corresponds to the representation Choices: 1 457; 5 147;"
"m610y3_nv3",1,4.21825850124123,"Maths",6,"very_hard","Put in ascending order: 12,315; 12+3/100; 12; 121/10, 12,3"
"m611y3_nv3",1,1.67314887682355,"Maths",6,"in_range","29,75x9,2="
"m614y3_nv3",1,2.26981575576838,"Maths",6,"very_hard","375,69/14="
"m615y3_nv3",1,3.14679185344095,"Maths",6,"very_hard","ABCD is a square, its edge is 6,5cm. Inside of it there is a disk with a radius"
"m616y3_nv3",1,1.59115240132829,"Maths",6,"in_range","b) Calculate the area of the disk in cm²"
"m617y3_nv3",1,3.22755142259607,"Maths",6,"very_hard","c) Calculate the area of the colored part of the figure in cm²"
"m618y3_nv3",1,-0.598317096028092,"Maths",6,"in_range","In a summer camp, 1 chaperone was assigned for each 15 kids Fill the table: 1/X;"
"m61y3_nv3",1,-0.907679825594,"Maths",6,"in_range","800x7="
"m620y3_nv3",1,2.60158324522836,"Maths",6,"very_hard","Conclude the size of the angle ACB"
"m621y3_nv3",1,1.24339293334035,"Maths",6,"in_range","Create a miniature version of this shape at a 1/2 scale."
"m622y3_nv3",1,2.21885466876791,"Maths",6,"very_hard","Calculate the area of the garden in m²"
"m623y3_nv3",1,4.38214220424162,"Maths",6,"very_hard","Samira spends 1/4 of her time reading and 1/8 drawing. How much time does she sp"
"m624y3_nv3",1,2.72444119478637,"Maths",6,"very_hard","Sanaa spends 2/5 of her time reading. What percentage represents the amount of t"
"m625y3_nv3",1,2.21885466876791,"Maths",6,"very_hard","Represent the YouTube view data for the two capsules in the table using a line c"
"m626y3_nv3",1,1.20651645858424,"Maths",6,"in_range","Which of the two capsules got fewer views over the 6 days?"
"m62y3_nv3",1,-1.05026925833639,"Maths",6,"in_range","50x60="
"m63y3_nv3",1,0.990960737419472,"Maths",6,"in_range","39/10="
"m64y3_nv3",1,2.72444119478637,"Maths",6,"very_hard","52/0,1="
"m67y3_nv3",1,0.817474588782842,"Maths",6,"in_range","Write the appropriate number in digits next to each of the following statements:"
"m68y3_nv3",1,2.37511597260699,"Maths",6,"very_hard","8/5+7/4="
"m69y3_nv3",1,2.85519355944029,"Maths",6,"very_hard","9/2-4/7="
